,Movie_name,Release_Year,Time_duration'M',Imdb_Rating,Imdb_votes,Meta_score,movie_type,Director,Actors,Movie_Description,Decade
105," Girl, Interrupted",1999,127,7.3,224000,51,R,James Mangold,Winona RyderAngelina JolieClea DuVall,"Directionless teenager Susanna is rushed to Claymoore, a mental institution, after a supposed suicide attempt. There she befriends a group of troubled women who deeply influence her life.",1990
106, Gravity,2013,91,7.7,881000,96,PG-13,Alfonso Cuarón,Sandra BullockGeorge ClooneyEd Harris,"Dr Ryan Stone, an engineer on her first space mission, and Matt Kowalski, an astronaut on his final expedition, have to survive in space after they are hit by debris while spacewalking.",2010
107, Titanic,1997,194,7.9,1300000,75,PG-13,James Cameron,Leonardo DiCaprioKate WinsletBilly Zane,"A seventeen-year-old aristocrat falls in love with a kind but poor artist aboard the luxurious, ill-fated R.M.S. Titanic.",1990
108, Easy Rider,1969,95,7.2,120000,85,R,Dennis Hopper,Peter FondaDennis HopperJack Nicholson,"Two bikers head from L.A. to New Orleans through the open country and desert lands, and along the way they meet a man who bridges a counter-culture gap of which they had been unaware.",1960
109, Garden State,2004,102,7.4,226000,67,R,Zach Braff,Zach BraffPeter SarsgaardNatalie Portman,A quietly troubled young man returns home for his mother's funeral after being estranged from his family for a decade.,2000
110, They Live,1988,94,7.2,154000,55,R,John Carpenter,Roddy PiperKeith DavidMeg Foster,They influence our decisions without us knowing it. They numb our senses without us feeling it. They control our lives without us realizing it. They live.,1980
111, Fear and Loathing in Las Vegas,1998,118,7.5,310000,41,R,Terry Gilliam,Johnny DeppBenicio Del ToroTobey Maguire,An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.,1990
112, The Evil Dead,1981,85,7.4,242000,71,NC-17,Sam Raimi,Bruce CampbellEllen SandweissRichard DeManincor,"Five friends travel to a cabin in the woods, where they unknowingly release flesh-possessing demons.",1980
113, X-Men: Days of Future Past,2014,132,7.9,769000,75,PG-13,Bryan Singer,Patrick StewartIan McKellenHugh Jackman,The X-Men send Wolverine to the past in a desperate effort to change history and prevent an event that results in doom for both humans and mutants.,2010
114, The Intouchables,2011,112,8.5,975000,57,R,sOlivier NakacheÉric Toledano,François CluzetOmar SyAnne Le Ny,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.",2010
115, Dead Calm,1989,96,6.8,46000,70,R,Phillip Noyce,Nicole KidmanSam NeillBilly Zane,"After a tragedy, John Ingram and his wife Rae are spending some time isolated at sea, when they come across a stranger who has abandoned a sinking ship.",1980
116, Witness,1985,112,7.4,109000,76,R,Peter Weir,Harrison FordKelly McGillisLukas Haas,"While protecting an Amish boy - who is the sole witness to a brutal murder - and his mother, a detective is forced to seek refuge within their community when his own life is threatened.",1980
117, Duel,1971,90,7.6,82000,81,PG,Steven Spielberg,Dennis WeaverJacqueline ScottEddie Firestone,A business commuter is pursued and terrorized by the malevolent driver of a massive tractor-trailer.,1970
118, Speed,1994,116,7.3,407000,78,R,Jan de Bont,Keanu ReevesDennis HopperSandra Bullock,A young Los Angeles Police Department (LAPD) Special Weapons And Tactics (SWAT) officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.,1990
119, Born on the Fourth of July,1989,145,7.2,120000,75,R,Oliver Stone,Tom CruiseBryan LarkinRaymond J. Barry,"The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country for which he fought.",1980
120, Falling Down,1993,113,7.6,216000,56,R,Joel Schumacher,Michael DouglasRobert DuvallBarbara Hershey,An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.,1990
121, Chicago,2002,113,7.2,250000,81,PG-13,Rob Marshall,Renée ZellwegerCatherine Zeta-JonesRichard Gere,"Two death-row murderesses develop a fierce rivalry while competing for publicity, celebrity, and a sleazy lawyer's attention.",2000
122, The Mechanic,2011,93,6.5,178000,49,R,Simon West,Jason StathamBen FosterDonald Sutherland,An elite hitman teaches his trade to an apprentice who has a connection to one of his previous victims.,2010
123, The Illusionist,2006,110,7.5,397000,68,PG-13,Neil Burger,Edward NortonJessica BielPaul Giamatti,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing.",2000
124, Ed Wood,1994,127,7.8,188000,71,R,Tim Burton,Johnny DeppMartin LandauSarah Jessica Parker,Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams despite his lack of talent.,1990
125, The Game,1997,129,7.7,451000,63,R,David Fincher,Michael DouglasDeborah Kara UngerSean Penn,"After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him.",1990
126, Frequency,2000,118,7.4,119000,67,PG-13,Gregory Hoblit,Dennis QuaidJim CaviezelShawn Doyle,"An accidental cross-time radio link connects father and son across 30 years. The son tries to save his father's life, but then must fix the consequences.",2000
127, Unbreakable,2000,106,7.3,456000,62,PG-13,M. Night Shyamalan,Bruce WillisSamuel L. JacksonRobin Wright,A man learns something extraordinary about himself after a devastating accident.,2000
128, American Gangster,2007,157,7.8,471000,76,R,Ridley Scott,Denzel WashingtonRussell CroweChiwetel Ejiofor,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.",2000
129, The Innocents,1961,100,7.7,35000,88,Approved,Jack Clayton,Deborah KerrPeter WyngardeMegs Jenkins,A young governess for two children becomes convinced that the house and grounds are haunted.,1960
130, Broken Flowers,2005,106,7.1,109000,79,R,Jim Jarmusch,Bill MurrayJessica LangeSharon Stone,"As the extremely withdrawn Don Johnston is dumped by his latest woman, he receives an anonymous letter from a former lover informing him that he has a son who may be looking for him. A freelance sleuth neighbor moves Don to embark on a cross-country search for his old flames in search of answers.",2000
131, Tell No One,2006,131,7.5,60000,82,Not Rated,Guillaume Canet,François CluzetMarie-Josée CrozeAndré Dussollier,"An accidental discovery near a doctor's estate stirs up some painful memories eight years after his wife's hideous murder, and now, things are bound to take a turn for the unexpected. Does the good doctor know more than he's letting on?",2000
132, Despicable Me,2010,95,7.6,609000,72,PG,sPierre CoffinChris Renaud,Steve CarellJason SegelRussell Brand,"Gru, a criminal mastermind, adopts three orphans as pawns to carry out the biggest heist in history. His life takes an unexpected turn when the little girls see the evildoer as their potential father.",2010
133, The Hurt Locker,2008,131,7.5,484000,95,R,Kathryn Bigelow,Jeremy RennerAnthony MackieBrian Geraghty,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",2000
134, The Royal Tenenbaums,2001,110,7.6,322000,76,R,Wes Anderson,Gene HackmanGwyneth PaltrowAnjelica Huston,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.,2000
135, Airplane!,1980,88,7.7,273000,78,PG,sJim AbrahamsDavid ZuckerJerry Zucker,Robert HaysJulie HagertyLeslie Nielsen,"After the crew becomes sick with food poisoning, a neurotic ex-fighter pilot must safely land a commercial airplane full of passengers.",1980
136, Mrs,1993,125,7.1,304000,54,PG-13,Chris Columbus,Robin WilliamsSally FieldPierce Brosnan,"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.",1990
137, Tootsie,1982,116,7.4,118000,88,PG,Sydney Pollack,Dustin HoffmanJessica LangeTeri Garr,"Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap.",1980
138, The Pledge,2001,124,6.7,73000,71,R,Sean Penn,Jack NicholsonBenicio Del ToroPatricia Clarkson,A retiring police detective pledges to catch the killer of a young child.,2000
139, Metallica Through the Never,2013,93,7.1,18000,61,R,Nimród Antal,Dane DeHaanJames HetfieldLars Ulrich,"Trip, a young roadie for Metallica, is sent on an urgent mission during the band's show. But what seems like a simple assignment turns into a surreal adventure.",2010
140, I'm So Excited!,2013,90,5.6,25000,55,R,Pedro Almodóvar,Javier CámaraPepa CharroCecilia Roth,"When it appears as though the end is in sight, the pilots, flight crew, and passengers of a plane heading to Mexico City look to forget the anguish of the moment and face the greatest danger, which we carry within ourselves.",2010
141, Imagine Me & You,2005,90,6.8,38000,49,R,Ol Parker,Piper PeraboLena HeadeyMatthew Goode,"A newlywed bride becomes infatuated with another woman who questions her sexual orientation, promoting a stir among the bride's family and friends.",2000
142, The Texas Chain Saw Massacre,1974,83,7.4,197000,91,R,Tobe Hooper,Marilyn BurnsEdwin NealAllen Danziger,"Five friends head out to rural Texas to visit the grave of a grandfather. On the way they stumble across what appears to be a deserted house, only to discover something sinister within. Something armed with a chainsaw.",1970
143, The Island,2005,136,6.8,334000,50,PG-13,Michael Bay,Scarlett JohanssonEwan McGregorDjimon Hounsou,"In 2019, a mercenary pursues a man and woman who escaped a research facility after learning their true fate.",2000
144, Trance,2013,101,6.9,119000,61,R,Danny Boyle,James McAvoyRosario DawsonVincent Cassel,An art auctioneer mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting.,2010
145, Drive,2011,100,7.8,734000,79,R,Nicolas Winding Refn,Ryan GoslingCarey MulliganBryan Cranston,A mysterious Hollywood action film stuntman gets in trouble with gangsters when he tries to help his neighbor's husband rob a pawn shop while serving as his getaway driver.,2010
146, American Psycho,2000,102,7.6,777000,64,R,Mary Harron,Christian BaleJustin TherouxJosh Lucas,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies.",2000
147, Pirates of the Caribbean: At World's End,2007,169,7.1,718000,50,PG-13,Gore Verbinski,Johnny DeppOrlando BloomKeira Knightley,"Will Turner, Elizabeth Swann, Hector Barbossa, and the crew of the Black Pearl try and rescue Jack from davy jones locker and prepare to fight Lord Cutler Beckett, who controls Davy Jones and the Flying Dutchman.",2000
148, Anything for Her,2008,96,7.1,10000,77,R,Fred Cavayé,Vincent LindonDiane KrugerLancelot Roch,"With no legal means left to him, a high school teacher devises a daring plan to rescue his wrongfully imprisoned wife from jail.",2000
149, A Single Man,2009,99,7.5,120000,68.78,R,Tom Ford,Colin FirthJulianne MooreMatthew Goode,"An English professor, one year after the sudden death of his boyfriend, is unable to cope with his typical days in 1960s Los Angeles.",2000
150, Spectre,2015,148,6.8,480000,60,PG-13,Sam Mendes,Daniel CraigChristoph WaltzLéa Seydoux,"A cryptic message from James Bond's past sends him on a trail to uncover the existence of a sinister organisation named SPECTRE. With a new threat dawning, Bond learns the terrible truth about the author of all his pain in his most recent missions.",2010
151, Oblivion,2013,124,7,570000,54,PG-13,Joseph Kosinski,Tom CruiseMorgan FreemanAndrea Riseborough,"Jack Harper, a drone repairman stationed on Earth that has been ravaged by war with extraterrestrials, questions his identity after rescuing the woman who keeps appearing in his dreams.",2010
152, Road to Perdition,2002,117,7.7,293000,72,R,Sam Mendes,Tom HanksTyler HoechlinPaul Newman,"A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge.",2000
153, Cast Away,2000,143,7.8,664000,74,PG-13,Robert Zemeckis,Tom HanksHelen HuntPaul Sanchez,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.,2000
154, Face/Off,1997,138,7.3,414000,82,R,John Woo,John TravoltaNicolas CageJoan Allen,"To foil a terrorist plot, an FBI agent assumes the identity of the criminal who murdered his son via facial transplant surgery, but the crook wakes up prematurely and vows revenge.",1990
155, Basic Instinct,1992,127,7.1,231000,43,R,Paul Verhoeven,Michael DouglasSharon StoneGeorge Dzundza,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.,1990
156, Joy Ride,2001,97,6.6,79000,75,R,John Dahl,Steve ZahnPaul WalkerLeelee Sobieski,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychopathic killer.",2000
157, Sweeney Todd: The Demon Barber of Fleet Street,2007,116,7.3,397000,83,R,Tim Burton,Johnny DeppHelena Bonham CarterAlan Rickman,"The legendary tale of a barber who returns from wrongful imprisonment to 1840s London, bent on revenge for the rape and death of his wife, and resumes his trade while forming a sinister partnership with his fellow tenant, Mrs. Lovett.",2000
158, Die Hard with a Vengeance,1995,128,7.6,420000,58,R,John McTiernan,Bruce WillisJeremy IronsSamuel L. Jackson,"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building.",1990
159, Zombieland,2009,88,7.5,644000,73,R,Ruben Fleischer,Jesse EisenbergEmma StoneWoody Harrelson,"A shy student trying to reach his family in Ohio, a gun-toting bruiser in search of the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America.",2000
160, Erin Brockovich,2000,131,7.5,233000,73,R,Steven Soderbergh,Julia RobertsAlbert FinneyDavid Brisbin,A flamboyant law firm secretary works tirelessly to gain justice for a small town wrecked by a utility company's pollution.,2000
161, Lucky Number Slevin,2006,110,7.7,332000,53,R,Paul McGuigan,Josh HartnettBen KingsleyMorgan Freeman,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.",2000
162, The Bourne Ultimatum,2007,115,8,671000,85,PG-13,Paul Greengrass,Matt DamonEdgar RamírezJoan Allen,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.,2000
163, Boogie Nights,1997,155,7.9,291000,86,R,Paul Thomas Anderson,Mark WahlbergJulianne MooreBurt Reynolds,An idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.,1990
164, 13 Tzameti,2005,93,7.3,18000,61,Not Rated,Géla Babluani,George BabluaniAurélien RecoingPascal Bongard,A man takes over a dead man's task without realizing the horror it entails.,2000
165, Cliffhanger,1993,113,6.5,144000,59,R,Renny Harlin,Sylvester StalloneJohn LithgowMichael Rooker,A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.,1990
166, Phone Booth,2002,81,7.1,294000,56,R,Joel Schumacher,Colin FarrellKiefer SutherlandForest Whitaker,"Publicist Stuart Shepard finds himself trapped in a phone booth, pinned down by an extortionist's sniper rifle. Unable to leave or receive outside help, Stuart's negotiation with the caller leads to a jaw-dropping climax.",2000
167, Miami Vice,2006,132,6.1,127000,66,R,Michael Mann,Colin FarrellJamie FoxxGong Li,"Based on the 1980s TV action/drama, this update focuses on vice detectives Crockett and Tubbs as their respective personal and professional lives become dangerously intertwined.",2000
168, Hard Candy,2005,104,7,172000,58,R,David Slade,Patrick WilsonElliot PageSandra Oh,"Hayley's a smart, charming teenage girl. Jeff's a handsome, smooth fashion photographer. An Internet chat, a coffee shop meet-up, an impromptu fashion shoot back at Jeff's place. Jeff thinks it's his lucky night. He's in for a surprise.",2000
169, Iron Sky,2012,93,5.9,98000,51,R,Timo Vuorensola,Julia DietzeChristopher KirbyGötz Otto,The Nazis set up a secret base on the dark side of the moon in 1945 where they hide out and plan to return to power in 2018.,2010
170, What Lies Beneath,2000,130,6.6,140000,68.78,PG-13,Robert Zemeckis,Harrison FordMichelle PfeifferKatharine Towne,The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.,2000
171, Gangs of New York,2002,167,7.5,488000,72,R,Martin Scorsese,Leonardo DiCaprioCameron DiazDaniel Day-Lewis,"In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher; his father's killer.",2000
172, Any Given Sunday,1999,162,6.9,129000,52,R,Oliver Stone,Al PacinoDennis QuaidCameron Diaz,A behind-the-scenes look at the life-and-death struggles of modern-day gladiators and those who lead them.,1990
173, The Accused,1988,111,7.1,42000,65,R,Jonathan Kaplan,Kelly McGillisJodie FosterBernie Coulson,"After a young woman suffers a brutal gang rape in a bar one night, a prosecutor assists in bringing the perpetrators to justice, including the ones who encouraged and cheered on the attack.",1980
174, The Experiment,2001,120,7.7,98000,59,R,Oliver Hirschbiegel,Moritz BleibtreuChristian BerkelOliver Stokowski,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence.",2000
175, Insidious,2010,103,6.8,352000,52,PG-13,James Wan,Patrick WilsonRose ByrneTy Simpkins,A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.,2010
176, Saw,2004,103,7.6,488000,46,R,James Wan,Cary ElwesLeigh WhannellDanny Glover,"Two men awaken to find themselves on the opposite sides of a dead body, each with specific instructions to kill the other or face consequences. These two are the latest victims of the Jigsaw Killer.",2000
177, Snatch,2000,102,8.2,944000,55,R,Guy Ritchie,Jason StathamBrad PittStephen Graham,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",2000
178, Nebraska,2013,115,7.7,126000,86,R,Alexander Payne,Bruce DernWill ForteJune Squibb,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.",2010
179, Maria Full of Grace,2004,101,7.4,37000,87,R,Joshua Marston,Catalina Sandino MorenoGuilied LopezOrlando Tobón,A pregnant Colombian teenager becomes a drug mule to make some desperately-needed money for her family.,2000
180, The Social Network,2010,120,7.8,789000,95,PG-13,David Fincher,Jesse EisenbergAndrew GarfieldJustin Timberlake,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who was later squeezed out of the business.",2010
181, Spider-Man 2,2004,127,7.5,744000,83,PG-13,Sam Raimi,Tobey MaguireKirsten DunstAlfred Molina,Peter Parker is beset with troubles in his failing personal life as he battles a former brilliant scientist named Otto Octavius.,2000
182, Marie-Jo et ses 2 amours,2002,124,6.5,888,54,PG-13,Robert Guédiguian,Ariane AscarideJean-Pierre DarroussinGérard Meylan,"Having reached middle age, a woman must choose between the two men in her life.",2000
183, Memoirs of a Geisha,2005,145,7.3,167000,68.78,R,Rob Marshall,Ziyi ZhangKen WatanabeMichelle Yeoh,"The heartwarming tale of Nitta Sayuri, a young Japanese woman who transcended from her fishing-village roots and became one of Japan's most celebrated geisha.",2000
184, Hellboy,2004,122,6.9,361000,72,PG-13,Guillermo del Toro,Ron PerlmanDoug JonesSelma Blair,"A demon raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness.",2000
185, Scream,1996,111,7.4,416000,66,R,Wes Craven,Neve CampbellCourteney CoxDavid Arquette,"A year after the murder of her mother, a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game.",1990
186, X-Men,2000,104,7.3,672000,64,PG-13,Bryan Singer,Patrick StewartHugh JackmanIan McKellen,"In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men.",2000
187, The Score,2001,124,6.8,139000,71,R,Frank Oz,Robert De NiroEdward NortonMarlon Brando,An aging thief hopes to retire and live off his ill-gotten wealth with his lover when a young kid convinces him into doing one last heist that comes with a large payout.,2000
188, Man on Fire,2004,146,7.7,402000,47,R,Tony Scott,Denzel WashingtonChristopher WalkenDakota Fanning,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect.",2000
189, The Amazing Spider-Man,2012,136,6.9,731000,66,PG-13,Marc Webb,Andrew GarfieldEmma StoneRhys Ifans,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe.",2010
190, Mysterious Skin,2004,105,7.6,80000,74,Unrated,Gregg Araki,Brady CorbetJoseph Gordon-LevittElisabeth Shue,"Two pre-adolescent boys both experienced a strange event and later it affects their lives in different ways. One becomes a reckless, sexually adventurous prostitute, while the other retreats into a reclusive fantasy of alien abduction.",2000
191, The Hangover,2009,100,7.7,885000,73,R,Todd Phillips,Zach GalifianakisBradley CooperJustin Bartha,Three buddies wake up from a bachelor party in Las Vegas with no memory of the previous night and the bachelor missing. They must make their way around the city in order to find their friend in time for his wedding.,2000
192, Valkyrie,2008,121,7.1,266000,56,PG-13,Bryan Singer,Tom CruiseBill NighyCarice van Houten,"A dramatization of the July 20, 1944 assassination and political coup plot by desperate renegade German Army officers against Adolf Hitler during World War II.",2000
193, Beverly Hills Cop,1984,105,7.4,224000,66,R,Martin Brest,Eddie MurphyJudge ReinholdJohn Ashton,A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.,1980
194, Vera Drake,2004,125,7.6,28000,83,R,Mike Leigh,Imelda StauntonJim BroadbentHeather Craney,Abortionist Vera Drake finds her beliefs and practices clash with the mores of 1950s Britain--a conflict that leads to tragedy for her family.,2000
195, Session 9,2001,97,6.4,65000,58,R,Brad Anderson,David CarusoStephen GevedonPaul Guilfoyle,Tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back.,2000
196, The Conjuring,2013,112,7.5,583000,68,R,James Wan,Patrick WilsonVera FarmigaRon Livingston,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.,2010
197," As Above, So Below",2014,93,6.3,122000,39,R,John Erick Dowdle,Perdita WeeksBen FeldmanEdwin Hodge,"When a team of explorers venture into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead.",2010
198, Mission: Impossible - Rogue Nation,2015,131,7.4,424000,75,PG-13,Christopher McQuarrie,Tom CruiseRebecca FergusonJeremy Renner,Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF.,2010
199, The Hours,2002,110,7.5,144000,80,PG-13,Stephen Daldry,Meryl StreepNicole KidmanJulianne Moore,"The story of how the novel ""Mrs. Dalloway"" affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives.",2000
200, Breakdown,1997,93,7,66000,74,R,Jonathan Mostow,Kurt RussellJ.T. WalshKathleen Quinlan,A man searches for his missing wife after his car breaks down in the middle of the desert.,1990
201, Godzilla,2014,123,6.4,453000,62,PG-13,Gareth Edwards,Aaron Taylor-JohnsonElizabeth OlsenBryan Cranston,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",2010
202, Deja Vu,2006,126,7.1,337000,59,PG-13,Tony Scott,Denzel WashingtonPaula PattonJim Caviezel,"After a ferry is bombed in New Orleans, an A.T.F. agent joins a unique investigation using experimental surveillance technology to find the bomber, but soon finds himself becoming obsessed with one of the victims.",2000
203, When Harry Met Sally,1989,95,7.7,255000,76,R,Rob Reiner,Billy CrystalMeg RyanCarrie Fisher,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",1980
204, The Good Shepherd,2006,167,6.7,111000,61,R,Robert De Niro,Matt DamonAngelina JolieRobert De Niro,The tumultuous early history of the Central Intelligence Agency is viewed through the prism of one man's life.,2000
205, Sherlock Holmes,2009,128,7.6,689000,57,PG-13,Guy Ritchie,Robert Downey Jr.Jude LawRachel McAdams,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,2000
206, Captain Phillips,2013,134,7.8,507000,82,PG-13,Paul Greengrass,Tom HanksBarkhad AbdiBarkhad Abdirahman,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.",2010
207, I Am Legend,2007,101,7.2,848000,65,PG-13,Francis Lawrence,Will SmithAlice BragaCharlie Tahan,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",2000
208, Last Action Hero,1993,130,6.5,169000,44,PG-13,John McTiernan,Arnold SchwarzeneggerF. Murray AbrahamArt Carney,"With the help of a magic ticket, a young movie fan is transported into the fictional world of his favorite action movie character.",1990
209, Get Carter,1971,112,7.3,38000,80,R,Mike Hodges,Michael CaineIan HendryBritt Ekland,"When his brother dies under mysterious circumstances in a car accident, London gangster Jack Carter travels to Newcastle to investigate.",1970
210, The Artist,2011,100,7.8,252000,89,PG-13,Michel Hazanavicius,Jean DujardinBérénice BejoJohn Goodman,"When George, a silent movie superstar, meets Peppy Miller, a dancer, sparks fly between the two. However, after the introduction of talking pictures, their fortunes change, affecting their dynamic.",2010
211, Fracture,2007,113,7.2,227000,68,R,Gregory Hoblit,Anthony HopkinsRyan GoslingDavid Strathairn,"After shooting his wife, Ted confesses his crime and asks the court to move his case to trial. He represents himself against Willy, a successful lawyer. But there's more to the case than meets the eye.",2000
212, Sinister,2012,110,6.8,298000,53,R,Scott Derrickson,Ethan HawkeJuliet RylanceJames Ransone,"A controversial true-crime writer finds a box of Super 8 home movies in his new home, revealing that the murder case he is currently researching could be the work of an unknown serial killer whose legacy dates back to the 1960s.",2010
213, King Kong,2005,187,7.2,459000,81,PG-13,Peter Jackson,Naomi WattsJack BlackAdrien Brody,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives.",2000
214, Mission: Impossible,1996,110,7.2,488000,59,PG-13,Brian De Palma,Tom CruiseJon VoightEmmanuelle Béart,"An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.",1990
215, A Walk Among the Tombstones,2014,114,6.5,130000,57,R,Scott Frank,Liam NeesonDan StevensDavid Harbour,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,2010
216, Escape Plan,2013,115,6.7,265000,49,R,Mikael Håfström,Sylvester StalloneArnold Schwarzenegger50 Cent,"When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside.",2010
217, Eat Pray Love,2010,133,5.8,110000,50,PG-13,Ryan Murphy,Julia RobertsJavier BardemRichard Jenkins,"A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself"".",2010
218, Fatal Attraction,1987,119,6.9,106000,67,R,Adrian Lyne,Michael DouglasGlenn CloseAnne Archer,A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.,1980
219, Bicycling with Molière,2013,104,6.6,3200,61,Not Rated,Philippe Le Guay,Fabrice LuchiniLambert WilsonMaya Sansa,Two actors. One play. Can the differences between the two egocentric men be put aside for the sake of friendship and theatre?,2010
220, Tinker Tailor Soldier Spy,2011,127,7,220000,85,R,Tomas Alfredson,Gary OldmanColin FirthTom Hardy,"In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet Agent within MI6.",2010
221, Mission: Impossible - Ghost Protocol,2011,132,7.4,542000,73,PG-13,Brad Bird,Tom CruiseJeremy RennerSimon Pegg,"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.",2010
222, Sleeping with the Enemy,1991,99,6.3,68000,48,R,Joseph Ruben,Julia RobertsPatrick BerginKevin Anderson,"A librarian fakes her death to escape her abusive marriage and start a new life elsewhere, but her husband manages to track her down.",1990
223, Salt,2010,100,6.5,337000,65,PG-13,Phillip Noyce,Angelina JolieLiev SchreiberChiwetel Ejiofor,A CIA agent goes on the run after a defector accuses her of being a Russian spy.,2010
224, Non-Stop,2014,106,6.9,282000,56,PG-13,Jaume Collet-Serra,Liam NeesonJulianne MooreScoot McNairy,"An air marshal springs into action during a transatlantic flight after receiving a series of text messages demanding $150 million into an off-shore account, or someone will die every 20 minutes.",2010
225, Taken 2,2012,92,6.2,330000,45,PG-13,Olivier Megaton,Liam NeesonFamke JanssenMaggie Grace,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",2010
